Время (UTC);Инициатор;Событие;Код;Объект;Детали
2026-06-14T09:16:47.126846+00:00;A.V.Aziamov;Изменён прогноз;prediction_updated;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 4, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 3}}"
2026-06-14T09:15:50.090985+00:00;DEN48;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 1, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:05:38.152793+00:00;HukuTa48;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 1, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:01:49.042108+00:00;МЮ Чемпион;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 0, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:01:39.967292+00:00;МЮ Чемпион;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:01:23.903869+00:00;МЮ Чемпион;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 0, ""home"": 5, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:01:13.352992+00:00;МЮ Чемпион;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 1, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:01:04.895036+00:00;Савва;Сделан прогноз;prediction_set;7f033138-5b17-4cf9-98db-68f19f29e020;"{""away"": 0, ""home"": 1, ""match"": ""Canada — Qatar"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:00:57.889494+00:00;Савва;Сделан прогноз;prediction_set;32b812da-b3aa-4825-b6ba-517a735815f0;"{""away"": 0, ""home"": 1, ""match"": ""Switzerland — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:00:52.046724+00:00;Савва;Сделан прогноз;prediction_set;e592d539-b6ab-4c73-9f85-18e81d607c58;"{""away"": 0, ""home"": 1, ""match"": ""Czechia — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T09:00:45.416152+00:00;Савва;Изменён прогноз;prediction_updated;fa2544cb-f0e8-42b2-8a62-beaa063e3aa0;"{""away"": 2, ""home"": 0, ""match"": ""Uzbekistan — Colombia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 0}}"
2026-06-14T08:43:43.752327+00:00;СаХаРоК48;Изменён прогноз;prediction_updated;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 2, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-14T08:32:24.829606+00:00;Валерич;Изменён прогноз;prediction_updated;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 0, ""home"": 2, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 0}}"
2026-06-14T08:32:07.772523+00:00;Валерич;Изменён прогноз;prediction_updated;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 0, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 2}}"
2026-06-14T08:27:26.960250+00:00;A.V.Aziamov;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 1, ""home"": 2, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T08:26:18.098830+00:00;A.V.Aziamov;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 1, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T08:24:43.185346+00:00;A.V.Aziamov;Сделан прогноз;prediction_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 3, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T07:21:02.609335+00:00;Валерич;Сделан прогноз;prediction_set;537c9ff7-95d3-41ac-b56a-1c7cd2b38eeb;"{""away"": 2, ""home"": 0, ""match"": ""Iraq — Norway"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T07:20:57.516791+00:00;Валерич;Сделан прогноз;prediction_set;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 1, ""home"": 0, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T07:20:38.038551+00:00;Валерич;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 1, ""home"": 0, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T07:18:33.591938+00:00;Пётр I;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 0, ""home"": 0, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T06:28:50.369170+00:00;Alessio;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 1, ""home"": 0, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T06:28:30.633012+00:00;Alessio;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T06:28:21.414742+00:00;Alessio;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 0, ""home"": 3, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T06:28:09.696878+00:00;Alessio;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 1, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T06:15:07.778885+00:00;Вениамин;Изменён прогноз;prediction_updated;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 5, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 6}}"
2026-06-14T06:14:21.525936+00:00;Вениамин;Изменён прогноз;prediction_updated;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 6, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 4}}"
2026-06-14T06:01:42.436702+00:00;Вениамин;Сделан прогноз;prediction_set;537c9ff7-95d3-41ac-b56a-1c7cd2b38eeb;"{""away"": 2, ""home"": 0, ""match"": ""Iraq — Norway"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T06:01:34.375744+00:00;Вениамин;Сделан прогноз;prediction_set;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 1, ""home"": 3, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T06:01:21.987021+00:00;Вениамин;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 1, ""home"": 1, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T05:59:22.419047+00:00;система;Добавлен счёт;match_result_set;0b9d43eb-f830-4f43-aa88-c1aaa48af122;"{""away"": 0, ""home"": 2, ""match"": ""Australia — Türkiye""}"
2026-06-14T05:59:22.419047+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T05:39:22.418222+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T04:41:08.783483+00:00;Меркул48;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 2, ""home"": 1, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T04:40:57.336124+00:00;Меркул48;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 1, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T04:40:31.485074+00:00;Меркул48;Сделан прогноз;prediction_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 5, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T04:29:22.421939+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T04:04:22.403606+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T03:52:25.791294+00:00;Гудзон;Изменён прогноз;prediction_updated;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 6, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 5}}"
2026-06-14T03:19:23.475401+00:00;Spartak1210;Изменён прогноз;prediction_updated;0b9d43eb-f830-4f43-aa88-c1aaa48af122;"{""away"": 2, ""home"": 1, ""match"": ""Australia — Türkiye"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 0}}"
2026-06-14T03:04:22.409306+00:00;система;Добавлен счёт;match_result_set;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 1, ""home"": 0, ""match"": ""Haiti — Scotland""}"
2026-06-14T03:04:22.409306+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T02:23:41.483373+00:00;Spartak1210;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 1, ""home"": 1, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T02:23:15.949831+00:00;Spartak1210;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 0, ""home"": 2, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T02:22:10.584018+00:00;Spartak1210;Сделан прогноз;prediction_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 4, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T01:34:22.416001+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T01:04:22.420605+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T00:09:22.457140+00:00;система;Добавлен счёт;match_result_set;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 1, ""match"": ""Brazil — Morocco""}"
2026-06-14T00:09:22.457140+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-14T00:08:24.717829+00:00;Alessio;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 0, ""home"": 0, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T00:08:18.677998+00:00;Alessio;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 1, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-14T00:08:12.264908+00:00;Alessio;Сделан прогноз;prediction_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 3, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T22:39:22.414412+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-13T22:29:22.407022+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-13T22:27:01.226605+00:00;МЮ Чемпион;Изменён прогноз;prediction_updated;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 0, ""home"": 0, ""match"": ""Haiti — Scotland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 4, ""home"": 0}}"
2026-06-13T22:09:22.415853+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-13T21:48:22.992989+00:00;Вадим;Изменён прогноз;prediction_updated;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 3, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 2}}"
2026-06-13T21:38:00.463410+00:00;Савва;Изменён прогноз;prediction_updated;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 2, ""home"": 1, ""match"": ""Haiti — Scotland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 2, ""home"": 0}}"
2026-06-13T21:30:52.160626+00:00;СаХаРоК48;Изменён прогноз;prediction_updated;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 1, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 2}}"
2026-06-13T21:28:50.494471+00:00;МЮ Чемпион;Изменён прогноз;prediction_updated;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 0, ""home"": 3, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 1}}"
2026-06-13T21:20:38.034292+00:00;СаХаРоК48;Сделан прогноз;prediction_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 4, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:18:39.006015+00:00;СаХаРоК48;Сделан прогноз;prediction_set;895b479a-3af1-43b5-9790-162ae9c53ab6;"{""away"": 0, ""home"": 2, ""match"": ""France — Senegal"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:18:28.049134+00:00;СаХаРоК48;Сделан прогноз;prediction_set;2411986c-4744-4e6e-9969-9b4a0e4ec519;"{""away"": 0, ""home"": 1, ""match"": ""Iran — New Zealand"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:18:05.632539+00:00;СаХаРоК48;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 0, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:17:46.816893+00:00;СаХаРоК48;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 1, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:17:44.658294+00:00;A.V.Aziamov;Изменён прогноз;prediction_updated;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 0, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 3}}"
2026-06-13T21:17:28.624343+00:00;СаХаРоК48;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 1, ""home"": 1, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:17:09.582448+00:00;СаХаРоК48;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 0, ""home"": 4, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:16:50.919318+00:00;СаХаРоК48;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 2, ""home"": 1, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:16:01.363179+00:00;СаХаРоК48;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 1, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:09:22.478432+00:00;система;Добавлен счёт;match_result_set;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 1, ""home"": 1, ""match"": ""Qatar — Switzerland""}"
2026-06-13T21:09:22.478432+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-13T21:07:30.385376+00:00;Валерич;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 4, ""home"": 0, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:07:08.212342+00:00;Валерич;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 0, ""home"": 2, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:07:00.772607+00:00;Валерич;Сделан прогноз;prediction_set;0fcfca90-66bd-4558-bf1d-88f8d5df492c;"{""away"": 0, ""home"": 3, ""match"": ""Spain — Cape Verde Islands"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:06:57.037716+00:00;Валерич;Сделан прогноз;prediction_set;6692fab5-f774-46c2-b4f4-ace8bf7e6fa3;"{""away"": 0, ""home"": 3, ""match"": ""Sweden — Tunisia"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:06:36.322566+00:00;Валерич;Сделан прогноз;prediction_set;7f033138-5b17-4cf9-98db-68f19f29e020;"{""away"": 1, ""home"": 2, ""match"": ""Canada — Qatar"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:06:26.139531+00:00;Валерич;Сделан прогноз;prediction_set;32b812da-b3aa-4825-b6ba-517a735815f0;"{""away"": 0, ""home"": 2, ""match"": ""Switzerland — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T21:04:22.452027+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-13T20:25:58.165125+00:00;Valentin;Сделан прогноз;prediction_set;0b9d43eb-f830-4f43-aa88-c1aaa48af122;"{""away"": 1, ""home"": 0, ""match"": ""Australia — Türkiye"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T20:24:58.657345+00:00;Valentin;Сделан прогноз;prediction_set;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 3, ""home"": 0, ""match"": ""Haiti — Scotland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T20:24:12.245363+00:00;Valentin;Сделан прогноз;prediction_set;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 2, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T19:47:51.803042+00:00;Federico;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 0, ""home"": 2, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T19:47:19.357995+00:00;Federico;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 2, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T19:41:20.667934+00:00;СаХаРоК48;Изменён прогноз;prediction_updated;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 2, ""home"": 1, ""match"": ""Haiti — Scotland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 2, ""home"": 0}}"
2026-06-13T19:41:00.644228+00:00;СаХаРоК48;Изменён прогноз;prediction_updated;0b9d43eb-f830-4f43-aa88-c1aaa48af122;"{""away"": 1, ""home"": 0, ""match"": ""Australia — Türkiye"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 2, ""home"": 1}}"
2026-06-13T19:40:23.222944+00:00;СаХаРоК48;Изменён прогноз;prediction_updated;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 2, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 3}}"
2026-06-13T19:27:46.647937+00:00;Federico;Сделан прогноз;prediction_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 3, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T19:27:38.700727+00:00;Federico;Сделан прогноз;prediction_set;0b9d43eb-f830-4f43-aa88-c1aaa48af122;"{""away"": 2, ""home"": 1, ""match"": ""Australia — Türkiye"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T19:27:11.781671+00:00;Federico;Сделан прогноз;prediction_set;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 1, ""home"": 1, ""match"": ""Haiti — Scotland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T19:24:22.385927+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-13T19:09:22.379736+00:00;система;Синхронизация с API;api_sync;;"{""auto"": true, ""created"": 0, ""updated"": 1, ""rescored"": 0}"
2026-06-13T18:28:37.595942+00:00;Alessio;Сделан прогноз;prediction_set;0b9d43eb-f830-4f43-aa88-c1aaa48af122;"{""away"": 1, ""home"": 0, ""match"": ""Australia — Türkiye"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T18:28:34.159686+00:00;Alessio;Сделан прогноз;prediction_set;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 2, ""home"": 0, ""match"": ""Haiti — Scotland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T18:06:59.412539+00:00;Гудзон;Изменён прогноз;prediction_updated;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 3, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 4}}"
2026-06-13T18:06:49.352521+00:00;Гудзон;Изменён прогноз;prediction_updated;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 4, ""home"": 0, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 4, ""home"": 1}}"
2026-06-13T17:46:21.894131+00:00;A.V.Aziamov;Изменён прогноз;prediction_updated;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 2, ""home"": 0, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 1, ""home"": 0}}"
2026-06-13T17:27:47.577567+00:00;Пётр I;Изменён прогноз;prediction_updated;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 3, ""home"": 0, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 2, ""home"": 0}}"
2026-06-13T16:54:54.458512+00:00;Михаил;Сделан прогноз;prediction_set;81745537-45d5-4b7f-a5dd-be844ee48731;"{""away"": 2, ""home"": 2, ""match"": ""Saudi Arabia — Uruguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-13T16:54:38.507923+00:00;Михаил;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 0, ""home"": 3, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
